USERID,r_score,f_score,m_score,rfm_wscore
104276,4,1,1,2.8
104282,5,1,1,3.4
104288,5,1,1,3.4
104291,5,1,1,3.4
104292,5,1,1,3.4
104294,4,1,1,2.8
104295,2,1,1,1.6
104296,4,1,1,2.8
104298,4,1,1,2.8
104299,1,1,1,0.9999999999999999
104300,1,1,1,0.9999999999999999
104302,3,1,1,2.1999999999999997
104303,3,1,1,2.1999999999999997
104305,4,1,1,2.8
104306,2,1,1,1.6
104307,5,1,1,3.4
104308,2,1,1,1.6
104310,5,1,1,3.4
104311,4,1,1,2.8
104312,5,1,1,3.4
104315,4,1,1,2.8
104316,2,1,1,1.6
104317,2,1,1,1.6
104320,4,1,1,2.8
104327,4,1,1,2.8
104328,5,1,1,3.4
104330,1,1,1,0.9999999999999999
104333,2,1,1,1.6
104334,3,1,1,2.1999999999999997
104338,5,1,1,3.4
104339,2,1,1,1.6
104340,4,1,1,2.8
104341,1,1,1,0.9999999999999999
104342,2,1,1,1.6
104345,4,1,1,2.8
104346,1,1,1,0.9999999999999999
104347,5,1,1,3.4
104350,5,1,1,3.4
104352,1,1,1,0.9999999999999999
104353,3,1,1,2.1999999999999997
104354,1,1,1,0.9999999999999999
104355,5,1,1,3.4
104356,2,1,1,1.6
104358,5,1,1,3.4
104361,4,1,1,2.8
104362,3,1,1,2.1999999999999997
104363,2,1,1,1.6
104364,1,1,1,0.9999999999999999
104365,4,1,1,2.8
104369,5,2,1,3.7
104370,4,1,1,2.8
104373,3,1,1,2.1999999999999997
104374,2,1,1,1.6
104376,5,1,1,3.4
104377,4,1,1,2.8
104378,5,1,1,3.4
104379,2,1,1,1.6
104380,4,1,1,2.8
104381,4,1,1,2.8
104382,1,1,1,0.9999999999999999
104383,5,1,1,3.4
104385,1,1,1,0.9999999999999999
104387,5,1,1,3.4
104388,2,1,1,1.6
104390,4,1,1,2.8
104393,1,1,1,0.9999999999999999
104394,5,1,1,3.4
104397,3,1,1,2.1999999999999997
104398,4,1,1,2.8
104399,2,1,1,1.6
104402,4,1,1,2.8
104406,2,1,1,1.6
104408,5,1,1,3.4
104411,5,1,1,3.4
104413,4,1,1,2.8
104416,5,1,1,3.4
104418,5,1,1,3.4
104419,3,1,1,2.1999999999999997
104420,5,1,1,3.4
104423,3,1,1,2.1999999999999997
104426,1,1,1,0.9999999999999999
104427,2,1,1,1.6
104428,4,1,1,2.8
104433,4,1,1,2.8
104434,3,1,1,2.1999999999999997
104435,5,1,1,3.4
104436,3,1,1,2.1999999999999997
104437,3,1,1,2.1999999999999997
104439,4,1,1,2.8
104442,1,1,1,0.9999999999999999
104444,4,1,1,2.8
104445,4,1,1,2.8
104446,3,1,1,2.1999999999999997
104453,2,1,1,1.6
104454,3,1,1,2.1999999999999997
104456,1,1,1,0.9999999999999999
104457,3,1,1,2.1999999999999997
104458,1,1,1,0.9999999999999999
104463,2,1,1,1.6
104465,4,1,1,2.8
104466,5,1,1,3.4
104468,2,1,1,1.6
104469,3,1,1,2.1999999999999997
104470,5,1,1,3.4
104475,5,1,1,3.4
104480,2,1,1,1.6
104481,3,1,1,2.1999999999999997
104483,5,1,1,3.4
104484,1,1,1,0.9999999999999999
104485,5,1,1,3.4
104487,5,1,1,3.4
104489,4,1,1,2.8
104490,2,1,1,1.6
104492,5,1,1,3.4
104494,4,1,1,2.8
104498,2,1,1,1.6
104500,3,1,1,2.1999999999999997
104501,5,1,1,3.4
104502,2,1,1,1.6
104503,5,1,1,3.4
104504,2,1,1,1.6
104507,4,1,1,2.8
104510,2,1,1,1.6
104512,5,1,1,3.4
104513,3,1,1,2.1999999999999997
104515,5,1,1,3.4
104516,1,1,1,0.9999999999999999
104517,1,1,1,0.9999999999999999
104518,1,1,1,0.9999999999999999
104520,4,1,1,2.8
104521,4,1,1,2.8
104525,1,1,1,0.9999999999999999
104527,4,1,1,2.8
104529,4,1,1,2.8
104530,1,1,1,0.9999999999999999
104531,5,1,1,3.4
104532,5,1,1,3.4
104533,1,1,1,0.9999999999999999
104536,2,1,1,1.6
104537,3,1,1,2.1999999999999997
104540,5,1,1,3.4
104542,4,1,1,2.8
104543,4,1,1,2.8
104547,4,1,1,2.8
104548,5,1,1,3.4
104550,3,1,1,2.1999999999999997
104551,5,1,1,3.4
104552,2,1,1,1.6
104553,3,1,1,2.1999999999999997
104555,4,1,1,2.8
104556,4,1,1,2.8
104558,4,1,1,2.8
104559,4,1,1,2.8
104561,1,1,1,0.9999999999999999
104563,4,1,1,2.8
104564,5,1,1,3.4
104565,4,1,1,2.8
104567,1,1,1,0.9999999999999999
104573,4,1,1,2.8
104577,1,1,1,0.9999999999999999
104578,3,1,1,2.1999999999999997
104579,2,1,1,1.6
104581,4,1,1,2.8
104582,2,1,1,1.6
104587,2,1,1,1.6
104589,1,1,1,0.9999999999999999
104593,4,1,1,2.8
104594,4,1,1,2.8
104595,4,1,1,2.8
104597,4,1,1,2.8
104598,2,1,1,1.6
104602,5,1,1,3.4
104603,5,1,1,3.4
104604,4,1,1,2.8
104605,4,1,1,2.8
104608,2,1,1,1.6
104610,5,1,1,3.4
104613,2,1,1,1.6
104614,5,1,1,3.4
104617,4,1,1,2.8
104618,4,1,1,2.8
104619,5,1,1,3.4
104621,3,1,1,2.1999999999999997
104624,5,1,1,3.4
104627,1,1,1,0.9999999999999999
104628,1,1,1,0.9999999999999999
104629,3,1,1,2.1999999999999997
104630,2,1,1,1.6
104631,5,1,1,3.4
104633,4,1,1,2.8
104634,5,1,1,3.4
104635,3,1,1,2.1999999999999997
104638,1,1,1,0.9999999999999999
104640,4,1,1,2.8
104641,5,1,1,3.4
104642,5,1,1,3.4
104645,1,1,1,0.9999999999999999
104648,4,1,1,2.8
104649,2,1,1,1.6
104651,1,1,1,0.9999999999999999
104653,5,2,1,3.7
104654,5,1,1,3.4
104655,2,1,1,1.6
104657,1,1,1,0.9999999999999999
104658,4,1,1,2.8
104659,5,1,1,3.4
104660,5,1,1,3.4
104662,3,1,1,2.1999999999999997
104663,1,1,1,0.9999999999999999
104665,5,1,1,3.4
104666,5,1,1,3.4
104668,3,1,1,2.1999999999999997
104669,5,1,1,3.4
104670,1,1,1,0.9999999999999999
104675,2,1,1,1.6
104676,4,1,1,2.8
104677,4,1,1,2.8
104680,5,1,1,3.4
104681,5,1,1,3.4
104682,5,1,1,3.4
104683,5,1,1,3.4
104684,2,1,1,1.6
104686,3,1,1,2.1999999999999997
104690,1,1,1,0.9999999999999999
104693,4,1,1,2.8
104694,2,1,1,1.6
104695,5,1,1,3.4
104697,4,1,1,2.8
104698,3,1,1,2.1999999999999997
104700,2,1,1,1.6
104701,5,1,1,3.4
104703,2,1,1,1.6
104706,1,1,1,0.9999999999999999
104708,4,1,1,2.8
104710,2,1,1,1.6
104711,3,1,1,2.1999999999999997
104713,3,1,1,2.1999999999999997
104715,5,1,1,3.4
104716,4,1,1,2.8
104717,2,1,1,1.6
104720,4,1,1,2.8
104723,5,1,1,3.4
104724,5,1,1,3.4
104725,2,1,1,1.6
104726,2,1,1,1.6
104727,4,1,1,2.8
104728,4,1,1,2.8
104729,5,1,1,3.4
104730,3,1,1,2.1999999999999997
104733,5,1,1,3.4
104737,2,1,1,1.6
104738,5,1,1,3.4
104740,3,1,1,2.1999999999999997
104743,3,1,1,2.1999999999999997
104744,5,1,1,3.4
104745,1,1,1,0.9999999999999999
104746,1,1,1,0.9999999999999999
104748,1,1,1,0.9999999999999999
104751,3,1,1,2.1999999999999997
104752,5,1,1,3.4
104755,5,1,1,3.4
104756,3,1,1,2.1999999999999997
104758,3,1,1,2.1999999999999997
104760,2,1,1,1.6
104761,1,1,1,0.9999999999999999
104762,1,1,1,0.9999999999999999
104764,4,2,1,3.1
104767,5,1,1,3.4
104770,5,1,1,3.4
104772,1,1,1,0.9999999999999999
104773,5,1,1,3.4
104774,5,1,1,3.4
104777,4,1,1,2.8
104778,5,1,1,3.4
104780,5,1,1,3.4
104782,3,1,1,2.1999999999999997
104783,2,1,1,1.6
104784,2,1,1,1.6
104787,2,1,1,1.6
104788,1,1,1,0.9999999999999999
104789,5,1,1,3.4
104791,3,1,1,2.1999999999999997
104792,3,1,1,2.1999999999999997
104793,4,1,1,2.8
104794,1,1,1,0.9999999999999999
104795,1,1,1,0.9999999999999999
104796,1,1,1,0.9999999999999999
104797,1,1,1,0.9999999999999999
104800,4,1,1,2.8
104801,1,1,1,0.9999999999999999
104802,2,1,1,1.6
104803,3,1,1,2.1999999999999997
104804,2,1,1,1.6
104805,4,1,1,2.8
104806,4,1,1,2.8
104809,1,1,1,0.9999999999999999
104811,2,1,1,1.6
104812,5,1,1,3.4
104814,2,1,1,1.6
104818,1,1,1,0.9999999999999999
104819,4,1,1,2.8
104821,3,1,1,2.1999999999999997
104823,1,1,1,0.9999999999999999
104824,4,1,1,2.8
104825,1,1,1,0.9999999999999999
104829,3,1,1,2.1999999999999997
104830,5,1,1,3.4
104832,3,1,1,2.1999999999999997
104834,1,1,1,0.9999999999999999
104839,5,1,1,3.4
104840,3,1,1,2.1999999999999997
104843,2,1,1,1.6
104844,5,1,1,3.4
104845,5,1,1,3.4
104846,5,1,1,3.4
104850,1,1,1,0.9999999999999999
104851,5,1,1,3.4
104855,5,1,1,3.4
104856,4,1,1,2.8
104857,5,1,1,3.4
104858,1,1,1,0.9999999999999999
104860,4,1,1,2.8
104861,5,1,1,3.4
104863,1,1,1,0.9999999999999999
104864,4,1,1,2.8
104866,5,1,1,3.4
104869,5,1,1,3.4
104871,4,1,1,2.8
104872,1,1,1,0.9999999999999999
104873,3,1,1,2.1999999999999997
104880,2,1,1,1.6
104886,1,1,1,0.9999999999999999
104888,3,1,1,2.1999999999999997
104890,1,1,1,0.9999999999999999
104891,2,1,1,1.6
104892,2,1,1,1.6
104895,4,1,1,2.8
104896,5,1,1,3.4
104897,5,1,1,3.4
104898,4,1,1,2.8
104899,1,1,1,0.9999999999999999
104900,5,1,1,3.4
104901,3,1,1,2.1999999999999997
104905,1,1,1,0.9999999999999999
104906,2,1,1,1.6
104908,4,1,1,2.8
104913,1,1,1,0.9999999999999999
104914,5,1,1,3.4
104915,4,1,1,2.8
104922,2,1,1,1.6
104923,5,1,1,3.4
104924,5,1,1,3.4
104925,5,1,1,3.4
104926,2,1,1,1.6
104927,5,1,1,3.4
104928,5,1,1,3.4
104930,1,1,1,0.9999999999999999
104931,3,1,1,2.1999999999999997
104933,4,1,1,2.8
104937,4,1,1,2.8
104941,5,1,1,3.4
104943,1,1,1,0.9999999999999999
104946,5,1,1,3.4
104947,3,1,1,2.1999999999999997
104948,2,1,1,1.6
104949,2,1,1,1.6
104950,3,1,1,2.1999999999999997
104951,1,1,1,0.9999999999999999
104952,4,1,1,2.8
104954,1,1,1,0.9999999999999999
104956,4,1,1,2.8
104957,2,1,1,1.6
104958,3,1,1,2.1999999999999997
104963,1,1,1,0.9999999999999999
104964,3,1,1,2.1999999999999997
104965,5,1,1,3.4
104970,4,1,1,2.8
104971,4,1,1,2.8
104974,4,1,1,2.8
104976,3,1,1,2.1999999999999997
104980,5,1,1,3.4
104983,1,1,1,0.9999999999999999
104985,5,1,1,3.4
104986,5,1,1,3.4
104988,5,1,1,3.4
104991,5,1,1,3.4
104992,5,1,1,3.4
104994,1,1,1,0.9999999999999999
104995,4,1,1,2.8
104997,3,1,1,2.1999999999999997
105000,5,1,1,3.4
105003,2,1,1,1.6
105004,5,1,1,3.4
105005,1,1,1,0.9999999999999999
105006,5,1,1,3.4
105007,3,1,1,2.1999999999999997
105009,1,1,1,0.9999999999999999
105012,4,1,1,2.8
105013,4,1,1,2.8
105014,4,1,1,2.8
105015,4,1,1,2.8
105017,2,1,1,1.6
105021,4,1,1,2.8
105022,4,1,1,2.8
105026,1,1,1,0.9999999999999999
105027,3,1,1,2.1999999999999997
105028,1,1,1,0.9999999999999999
105029,4,1,1,2.8
105033,1,1,1,0.9999999999999999
105034,5,2,1,3.7
105036,4,1,1,2.8
105037,5,1,1,3.4
105038,2,1,1,1.6
105040,1,1,1,0.9999999999999999
105042,3,1,1,2.1999999999999997
105043,1,1,1,0.9999999999999999
105044,2,1,1,1.6
105045,1,1,1,0.9999999999999999
105047,5,1,1,3.4
105048,5,1,1,3.4
105050,2,1,1,1.6
105051,1,1,1,0.9999999999999999
105052,3,1,1,2.1999999999999997
105053,5,2,1,3.7
105055,3,1,1,2.1999999999999997
105056,5,1,1,3.4
105058,3,1,1,2.1999999999999997
105061,3,1,1,2.1999999999999997
105063,5,1,1,3.4
105064,5,1,1,3.4
105065,3,1,1,2.1999999999999997
105066,3,1,1,2.1999999999999997
105069,1,1,1,0.9999999999999999
105070,4,1,1,2.8
105071,2,1,1,1.6
105072,5,1,1,3.4
105075,2,1,1,1.6
105076,2,1,1,1.6
105077,5,1,1,3.4
105080,4,1,1,2.8
105084,1,1,1,0.9999999999999999
105085,4,1,1,2.8
105087,3,1,1,2.1999999999999997
105091,3,1,1,2.1999999999999997
105093,5,1,1,3.4
105094,5,1,1,3.4
105098,4,1,1,2.8
105099,2,1,1,1.6
105103,2,1,1,1.6
105105,4,1,1,2.8
105106,2,1,1,1.6
105107,3,1,1,2.1999999999999997
105108,2,1,1,1.6
105109,5,1,1,3.4
105110,4,1,1,2.8
105111,3,1,1,2.1999999999999997
105116,5,1,1,3.4
105117,3,1,1,2.1999999999999997
105118,2,1,1,1.6
105119,2,1,1,1.6
105122,3,1,1,2.1999999999999997
105123,5,1,1,3.4
105124,5,1,1,3.4
105125,4,1,1,2.8
105129,5,1,1,3.4
105130,5,1,1,3.4
105131,5,1,1,3.4
105132,3,1,1,2.1999999999999997
105136,5,1,1,3.4
105137,4,1,1,2.8
105139,4,1,1,2.8
105140,2,1,1,1.6
105141,5,1,1,3.4
105143,3,1,1,2.1999999999999997
105145,4,1,1,2.8
105149,2,1,1,1.6
105152,4,1,1,2.8
105155,4,1,1,2.8
105159,5,1,1,3.4
105160,1,1,1,0.9999999999999999
105161,1,1,1,0.9999999999999999
105165,5,1,1,3.4
105167,5,1,1,3.4
105168,5,1,1,3.4
105169,1,1,1,0.9999999999999999
105171,1,1,1,0.9999999999999999
105176,1,1,1,0.9999999999999999
105177,4,1,1,2.8
105182,5,1,1,3.4
105185,1,1,1,0.9999999999999999
105188,1,1,1,0.9999999999999999
105192,5,1,1,3.4
105193,5,1,1,3.4
105194,3,1,1,2.1999999999999997
105195,5,1,1,3.4
105197,2,1,1,1.6
105198,2,1,1,1.6
105200,4,1,1,2.8
105203,2,1,1,1.6
105204,1,1,1,0.9999999999999999
105207,5,1,1,3.4
105212,5,1,1,3.4
105213,1,1,1,0.9999999999999999
105214,5,1,1,3.4
105215,4,1,1,2.8
105216,5,1,1,3.4
105217,4,1,1,2.8
105218,3,1,1,2.1999999999999997
105221,5,1,1,3.4
105222,3,1,1,2.1999999999999997
105223,4,1,1,2.8
105224,5,1,1,3.4
105226,5,1,1,3.4
105227,1,1,1,0.9999999999999999
105228,1,1,1,0.9999999999999999
105229,1,1,1,0.9999999999999999
105230,2,1,1,1.6
105234,5,1,1,3.4
105235,1,1,1,0.9999999999999999
105236,5,1,1,3.4
105240,3,1,1,2.1999999999999997
105244,2,1,1,1.6
105245,3,1,1,2.1999999999999997
105246,2,1,1,1.6
105248,5,1,1,3.4
105249,4,1,1,2.8
105250,3,1,1,2.1999999999999997
105252,5,1,1,3.4
105253,4,1,1,2.8
105254,5,1,1,3.4
105256,5,1,1,3.4
105258,3,1,1,2.1999999999999997
105259,5,1,1,3.4
105262,5,1,1,3.4
105268,2,1,1,1.6
105270,5,1,1,3.4
105276,1,1,1,0.9999999999999999
105281,3,1,1,2.1999999999999997
105283,2,1,1,1.6
105284,5,1,1,3.4
105285,3,1,1,2.1999999999999997
105286,2,1,1,1.6
105287,1,1,1,0.9999999999999999
105290,2,1,1,1.6
105291,2,1,1,1.6
105292,4,1,1,2.8
105295,3,1,1,2.1999999999999997
105296,3,1,1,2.1999999999999997
105297,1,1,1,0.9999999999999999
105299,4,1,1,2.8
105301,1,1,1,0.9999999999999999
105302,5,1,1,3.4
105304,2,1,1,1.6
105305,5,1,1,3.4
105309,3,1,1,2.1999999999999997
105310,3,1,1,2.1999999999999997
105311,1,1,1,0.9999999999999999
105312,5,1,1,3.4
105314,2,1,1,1.6
105318,5,1,1,3.4
105319,3,1,1,2.1999999999999997
105321,4,1,1,2.8
105325,3,1,1,2.1999999999999997
105327,3,1,1,2.1999999999999997
105328,4,1,1,2.8
105329,5,1,1,3.4
105333,4,1,1,2.8
105335,5,1,1,3.4
105337,3,1,1,2.1999999999999997
105338,1,1,1,0.9999999999999999
105341,5,1,1,3.4
105342,4,1,1,2.8
105345,2,1,1,1.6
105346,5,1,1,3.4
105347,5,1,1,3.4
105348,5,1,1,3.4
105349,3,1,1,2.1999999999999997
105350,1,1,1,0.9999999999999999
105351,3,1,1,2.1999999999999997
105352,2,1,1,1.6
105353,4,1,1,2.8
105354,5,1,1,3.4
105355,1,1,1,0.9999999999999999
105357,4,1,1,2.8
105359,4,1,1,2.8
105360,3,1,1,2.1999999999999997
105361,5,1,1,3.4
105362,2,1,1,1.6
105364,4,1,1,2.8
105365,3,1,1,2.1999999999999997
105367,2,1,1,1.6
105368,3,1,1,2.1999999999999997
105369,3,1,1,2.1999999999999997
105371,5,1,1,3.4
105372,4,1,1,2.8
105374,1,1,1,0.9999999999999999
105375,4,1,1,2.8
105382,4,1,1,2.8
105385,4,1,1,2.8
105387,2,1,1,1.6
105388,1,1,1,0.9999999999999999
105390,2,1,1,1.6
105394,1,1,1,0.9999999999999999
105397,5,1,1,3.4
105400,2,1,1,1.6
105401,1,1,1,0.9999999999999999
105404,1,1,1,0.9999999999999999
105410,5,1,1,3.4
105411,2,1,1,1.6
105413,4,1,1,2.8
105415,4,1,1,2.8
105416,5,1,1,3.4
105418,4,1,1,2.8
105419,1,1,1,0.9999999999999999
105420,2,1,1,1.6
105421,1,1,1,0.9999999999999999
105425,1,1,1,0.9999999999999999
105426,4,1,1,2.8
105430,4,1,1,2.8
105431,4,1,1,2.8
105435,5,1,1,3.4
105436,5,1,1,3.4
105437,4,1,1,2.8
105438,4,1,1,2.8
105442,4,1,1,2.8
105444,3,1,1,2.1999999999999997
105446,3,1,1,2.1999999999999997
105447,5,1,1,3.4
105450,5,1,1,3.4
105452,5,1,1,3.4
105453,4,1,1,2.8
105455,1,1,1,0.9999999999999999
105458,2,1,1,1.6
105459,2,1,1,1.6
105460,4,1,1,2.8
105461,5,1,1,3.4
105463,5,1,1,3.4
105465,4,1,1,2.8
105466,2,1,1,1.6
105467,2,1,1,1.6
105469,2,1,1,1.6
105471,3,1,1,2.1999999999999997
105473,4,1,1,2.8
105474,4,1,1,2.8
105475,2,1,1,1.6
105479,2,1,1,1.6
105481,4,1,1,2.8
105482,3,1,1,2.1999999999999997
105488,4,1,1,2.8
105489,5,1,1,3.4
105490,5,1,1,3.4
105491,3,1,1,2.1999999999999997
105493,2,1,1,1.6
105494,1,1,1,0.9999999999999999
105495,1,1,1,0.9999999999999999
105496,4,1,1,2.8
105498,1,1,1,0.9999999999999999
105502,3,1,1,2.1999999999999997
105504,1,1,1,0.9999999999999999
105506,5,1,1,3.4
105511,1,1,1,0.9999999999999999
105512,2,1,1,1.6
105514,1,1,1,0.9999999999999999
105515,4,1,1,2.8
105516,5,1,1,3.4
105522,4,1,1,2.8
105523,4,1,1,2.8
105527,1,1,1,0.9999999999999999
105528,4,1,1,2.8
105529,5,1,1,3.4
105533,2,1,1,1.6
105534,3,1,1,2.1999999999999997
105535,3,1,1,2.1999999999999997
105536,5,1,1,3.4
105537,1,1,1,0.9999999999999999
105538,4,1,1,2.8
105539,4,1,1,2.8
105541,2,1,1,1.6
105542,4,1,1,2.8
105543,3,1,1,2.1999999999999997
105546,2,1,1,1.6
105547,5,1,1,3.4
105548,5,1,1,3.4
105550,2,1,1,1.6
105551,2,1,1,1.6
105554,5,1,1,3.4
105555,5,1,1,3.4
105558,2,1,1,1.6
105560,5,1,1,3.4
105561,3,1,1,2.1999999999999997
105563,1,1,1,0.9999999999999999
105566,2,1,1,1.6
105567,5,1,1,3.4
105568,2,1,1,1.6
105569,3,1,1,2.1999999999999997
105571,5,1,1,3.4
105573,2,1,1,1.6
105575,1,1,1,0.9999999999999999
105577,5,1,1,3.4
105581,4,1,1,2.8
105582,3,1,1,2.1999999999999997
105583,5,1,1,3.4
105587,5,1,1,3.4
105590,2,1,1,1.6
105591,5,1,1,3.4
105593,3,1,1,2.1999999999999997
105594,4,1,1,2.8
105595,3,1,1,2.1999999999999997
105600,4,1,1,2.8
105601,5,1,1,3.4
105602,4,1,1,2.8
105603,4,1,1,2.8
105606,3,1,1,2.1999999999999997
105607,1,1,1,0.9999999999999999
105609,5,1,1,3.4
105610,5,1,1,3.4
105611,4,1,1,2.8
105614,5,1,1,3.4
105616,3,1,1,2.1999999999999997
105617,3,1,1,2.1999999999999997
105620,5,1,1,3.4
105622,2,1,1,1.6
105623,1,1,1,0.9999999999999999
105624,3,1,1,2.1999999999999997
105626,5,1,1,3.4
105627,4,1,1,2.8
105628,5,1,1,3.4
105630,4,1,1,2.8
105635,3,1,1,2.1999999999999997
105639,5,1,1,3.4
105642,5,1,1,3.4
105643,3,1,1,2.1999999999999997
105646,1,1,1,0.9999999999999999
105647,1,1,1,0.9999999999999999
105648,4,1,1,2.8
105654,1,1,1,0.9999999999999999
105656,1,1,1,0.9999999999999999
105662,5,1,1,3.4
105663,1,1,1,0.9999999999999999
105664,2,1,1,1.6
105666,3,1,1,2.1999999999999997
105672,1,1,1,0.9999999999999999
105677,3,1,1,2.1999999999999997
105678,2,1,1,1.6
105679,1,1,1,0.9999999999999999
105680,5,1,1,3.4
105681,2,1,1,1.6
105683,2,1,1,1.6
105688,5,1,1,3.4
105690,4,1,1,2.8
105693,4,1,1,2.8
105697,5,1,1,3.4
105699,1,1,1,0.9999999999999999
105701,3,1,1,2.1999999999999997
105703,5,1,1,3.4
105704,3,1,1,2.1999999999999997
105705,3,1,1,2.1999999999999997
105707,5,1,1,3.4
105708,4,2,1,3.1
105709,4,1,1,2.8
105710,3,1,1,2.1999999999999997
105713,5,1,1,3.4
105714,2,1,1,1.6
105719,4,1,1,2.8
105721,5,1,1,3.4
105724,3,1,1,2.1999999999999997
105727,4,1,1,2.8
105728,2,1,1,1.6
105735,3,1,1,2.1999999999999997
105736,3,1,1,2.1999999999999997
105744,5,1,1,3.4
105748,2,1,1,1.6
105749,5,1,1,3.4
105751,3,1,1,2.1999999999999997
105752,5,1,1,3.4
105755,4,1,1,2.8
105756,4,1,1,2.8
105758,3,1,1,2.1999999999999997
105760,2,1,1,1.6
105762,4,1,1,2.8
105763,3,1,1,2.1999999999999997
105764,4,1,1,2.8
105765,1,1,1,0.9999999999999999
105771,2,1,1,1.6
105772,4,2,1,3.1
105773,1,1,1,0.9999999999999999
105774,1,1,1,0.9999999999999999
105776,3,1,1,2.1999999999999997
105779,5,1,1,3.4
105782,5,1,1,3.4
105784,4,1,1,2.8
105786,5,1,1,3.4
105789,4,1,1,2.8
105790,3,1,1,2.1999999999999997
105793,3,1,1,2.1999999999999997
105797,1,1,1,0.9999999999999999
105798,2,1,1,1.6
105800,3,1,1,2.1999999999999997
105801,3,1,1,2.1999999999999997
105804,4,1,1,2.8
105805,1,1,1,0.9999999999999999
105806,2,1,1,1.6
105810,4,1,1,2.8
105812,3,1,1,2.1999999999999997
105816,5,1,1,3.4
105817,3,1,1,2.1999999999999997
105818,4,1,1,2.8
105819,3,1,1,2.1999999999999997
105821,3,1,1,2.1999999999999997
105822,5,1,1,3.4
105823,2,1,1,1.6
105825,4,1,1,2.8
105827,4,1,1,2.8
105829,3,1,1,2.1999999999999997
105830,3,1,1,2.1999999999999997
105831,4,1,1,2.8
105836,5,1,1,3.4
105837,3,1,1,2.1999999999999997
105838,4,1,1,2.8
105840,1,1,1,0.9999999999999999
105842,1,1,1,0.9999999999999999
105844,3,1,1,2.1999999999999997
105848,2,1,1,1.6
105851,3,1,1,2.1999999999999997
105853,4,1,1,2.8
105854,2,1,1,1.6
105855,3,1,1,2.1999999999999997
105858,3,1,1,2.1999999999999997
105860,4,1,1,2.8
105863,4,1,1,2.8
105866,5,1,1,3.4
105867,5,1,1,3.4
105870,2,1,1,1.6
105871,1,1,1,0.9999999999999999
105873,3,1,1,2.1999999999999997
105874,4,1,1,2.8
105875,1,1,1,0.9999999999999999
105876,2,1,1,1.6
105877,4,1,1,2.8
105879,1,1,1,0.9999999999999999
105881,3,1,1,2.1999999999999997
105884,4,1,1,2.8
105885,2,1,1,1.6
105888,1,1,1,0.9999999999999999
105891,5,1,1,3.4
105897,5,1,1,3.4
105898,2,1,1,1.6
105900,1,1,1,0.9999999999999999
105901,4,1,1,2.8
105902,5,1,1,3.4
105905,1,1,1,0.9999999999999999
105907,5,1,1,3.4
105909,2,1,1,1.6
105912,5,1,1,3.4
105913,4,1,1,2.8
105914,3,1,1,2.1999999999999997
105915,3,1,1,2.1999999999999997
105916,1,1,1,0.9999999999999999
105918,3,1,1,2.1999999999999997
105921,5,1,1,3.4
105923,5,1,1,3.4
105926,3,1,1,2.1999999999999997
105927,3,1,1,2.1999999999999997
105931,4,1,1,2.8
105934,5,1,1,3.4
105936,5,1,1,3.4
105937,3,1,1,2.1999999999999997
105938,2,1,1,1.6
105939,4,1,1,2.8
105942,4,1,1,2.8
105944,1,1,1,0.9999999999999999
105945,1,1,1,0.9999999999999999
105946,5,1,1,3.4
105947,3,1,1,2.1999999999999997
105949,4,1,1,2.8
105952,3,1,1,2.1999999999999997
105955,5,1,1,3.4
105956,2,1,1,1.6
105957,5,1,1,3.4
105959,4,1,1,2.8
105960,5,1,1,3.4
105963,4,1,1,2.8
105965,5,1,1,3.4
105967,4,1,1,2.8
105969,5,1,1,3.4
105970,3,1,1,2.1999999999999997
105971,2,1,1,1.6
105972,5,1,1,3.4
105973,4,1,1,2.8
105978,2,1,1,1.6
105980,4,1,1,2.8
105984,5,1,1,3.4
105987,3,1,1,2.1999999999999997
105988,1,1,1,0.9999999999999999
105989,3,1,1,2.1999999999999997
105990,3,1,1,2.1999999999999997
105994,4,1,1,2.8
105996,1,1,1,0.9999999999999999
105997,4,1,1,2.8
105998,4,1,1,2.8
106000,1,1,1,0.9999999999999999
106002,5,1,1,3.4
106003,2,1,1,1.6
106007,4,1,1,2.8
106011,1,1,1,0.9999999999999999
106015,1,1,1,0.9999999999999999
106016,4,1,1,2.8
106017,3,1,1,2.1999999999999997
106018,4,1,1,2.8
106020,4,1,1,2.8
106026,4,1,1,2.8
106027,4,1,1,2.8
106028,4,1,1,2.8
106030,4,1,1,2.8
106032,5,1,1,3.4
106034,3,1,1,2.1999999999999997
106035,3,1,1,2.1999999999999997
106036,5,1,1,3.4
106037,5,1,1,3.4
106038,4,1,1,2.8
106041,4,1,1,2.8
106042,4,1,1,2.8
106043,3,1,1,2.1999999999999997
106044,2,1,1,1.6
106045,1,1,1,0.9999999999999999
106047,4,1,1,2.8
106048,3,1,1,2.1999999999999997
106049,2,1,1,1.6
106050,4,1,1,2.8
106052,5,1,1,3.4
106053,5,1,1,3.4
106056,4,1,1,2.8
106057,5,1,1,3.4
106061,1,1,1,0.9999999999999999
106062,5,1,1,3.4
106063,3,2,1,2.5
106064,1,1,1,0.9999999999999999
106065,4,1,1,2.8
106071,5,1,1,3.4
106073,4,1,1,2.8
106074,5,1,1,3.4
106075,2,1,1,1.6
106076,5,1,1,3.4
106078,5,1,1,3.4
106079,3,1,1,2.1999999999999997
106080,1,1,1,0.9999999999999999
106081,2,1,1,1.6
106087,3,1,1,2.1999999999999997
106088,5,1,1,3.4
106089,4,1,1,2.8
106090,3,1,1,2.1999999999999997
